Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
364,33,technician,married,unknown,no,0,no,no,unknown,8,may,345,2,no
365,45,unknown,married,secondary,no,11285,no,no,unknown,20,jun,13,5,no
366,43,management,married,tertiary,no,3186,no,no,cellular,20,aug,151,1,no
367,44,blue-collar,married,secondary,no,96,yes,no,cellular,31,jul,547,2,no
368,34,blue-collar,divorced,secondary,no,164,yes,no,unknown,19,may,102,13,no
369,35,technician,single,tertiary,no,670,no,no,cellular,13,apr,278,4,yes
370,60,services,married,secondary,no,4428,no,no,cellular,5,aug,382,1,no
371,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,no
372,53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,may,169,2,no
373,33,technician,single,tertiary,no,27,no,no,cellular,19,aug,332,2,no
374,37,management,divorced,tertiary,no,132,yes,no,cellular,5,feb,175,5,no
375,57,admin.,single,secondary,no,738,no,no,cellular,4,may,490,3,no
376,22,blue-collar,married,secondary,no,223,yes,no,cellular,6,may,268,1,no
377,54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,no
378,52,management,married,tertiary,no,25,no,yes,cellular,15,jul,170,3,no
379,37,services,married,secondary,no,-21,yes,yes,unknown,23,may,61,2,no
380,34,management,married,tertiary,no,396,no,yes,cellular,19,aug,166,3,no
381,52,management,married,tertiary,no,2635,no,no,cellular,6,sep,313,1,no
382,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,yes
383,31,technician,married,secondary,no,1951,yes,no,cellular,21,jul,519,2,no
384,24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,473,4,no
385,45,blue-collar,married,primary,no,328,yes,no,cellular,12,aug,174,4,no
386,36,blue-collar,married,primary,no,23,yes,no,unknown,6,may,400,2,no
387,26,admin.,single,secondary,no,-378,no,yes,cellular,8,jul,165,1,no
388,27,management,single,tertiary,no,218,yes,no,cellular,5,may,876,1,no
389,36,technician,married,secondary,no,3832,yes,no,cellular,11,jul,393,1,no
390,56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,no
391,35,blue-collar,married,secondary,no,848,yes,no,cellular,7,may,174,3,no
392,36,blue-collar,married,secondary,no,74,yes,no,cellular,8,may,168,2,no
393,30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,518,2,no
394,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,68,1,no
395,47,technician,married,secondary,no,0,yes,no,cellular,25,may,234,1,no
396,44,management,divorced,tertiary,no,0,yes,yes,cellular,19,nov,128,1,no
397,32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,no
398,59,management,single,tertiary,no,266,yes,no,unknown,30,may,147,2,no
399,28,management,single,secondary,no,471,yes,yes,unknown,19,may,123,2,no
400,30,technician,married,secondary,no,2371,yes,yes,cellular,25,jul,237,5,no
401,34,blue-collar,married,secondary,no,683,yes,no,unknown,14,may,245,2,no
402,33,admin.,married,secondary,no,13160,no,no,cellular,10,jul,212,1,no
403,49,blue-collar,married,secondary,no,4259,no,no,cellular,19,nov,146,3,no
404,57,technician,married,unknown,no,345,yes,no,unknown,6,may,125,1,no
405,28,services,single,secondary,no,1636,yes,no,cellular,18,may,97,1,no
406,47,management,married,primary,no,530,yes,no,cellular,14,jul,457,3,no
407,38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,no
408,53,management,married,secondary,no,-133,yes,no,unknown,9,may,126,2,no
409,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,no
410,41,housemaid,married,primary,no,1618,yes,no,cellular,7,jul,134,2,no
411,33,services,single,secondary,no,48,yes,no,cellular,17,apr,303,1,no
412,42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,yes
413,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,no
414,24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,278,1,no
415,40,management,married,tertiary,no,0,yes,no,unknown,30,may,138,1,no
416,47,entrepreneur,married,secondary,no,404,no,no,telephone,31,jul,125,7,no
417,43,blue-collar,married,secondary,yes,-504,yes,no,unknown,28,may,136,1,no
418,56,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,no
419,39,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,no
420,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,yes
421,34,management,single,tertiary,no,0,no,no,cellular,24,jul,174,3,no
422,33,management,married,tertiary,no,530,yes,no,cellular,8,aug,94,2,no
423,29,management,married,tertiary,no,1606,yes,no,cellular,3,feb,17,6,no
424,38,blue-collar,married,secondary,no,6994,yes,no,telephone,8,apr,169,1,no
425,55,housemaid,married,secondary,no,167,yes,no,cellular,12,may,178,3,no
426,33,technician,single,tertiary,no,6281,yes,no,cellular,1,jul,1057,1,no
427,42,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,855,2,yes
428,26,services,single,secondary,no,0,yes,no,cellular,15,may,23,8,no
429,37,entrepreneur,married,tertiary,no,678,no,yes,unknown,19,jun,395,1,no
430,39,blue-collar,married,secondary,no,1042,yes,no,unknown,8,may,58,2,no
431,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,yes
432,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,yes
433,33,management,married,tertiary,no,322,yes,no,cellular,16,apr,77,3,no
434,44,unemployed,married,secondary,no,6178,no,no,cellular,3,feb,213,3,no
435,31,services,married,secondary,no,11512,yes,no,unknown,21,may,179,1,no
436,51,blue-collar,married,primary,no,581,yes,no,cellular,11,may,282,1,no
437,29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,no
438,44,admin.,married,secondary,no,2687,yes,no,unknown,16,may,131,4,no
439,39,blue-collar,married,secondary,no,43,no,no,cellular,15,may,354,8,no
440,29,services,married,secondary,no,417,yes,no,cellular,28,jul,234,11,no
441,42,blue-collar,divorced,secondary,no,3407,no,no,cellular,7,jul,277,2,no
442,57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,no
443,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,no
444,53,housemaid,married,primary,no,421,no,no,cellular,6,aug,376,4,no
445,35,technician,single,secondary,no,449,yes,no,cellular,12,may,245,1,no
446,47,blue-collar,married,secondary,no,438,yes,no,unknown,7,may,46,3,no
447,31,unemployed,single,unknown,no,167,no,no,cellular,20,nov,316,1,no
448,33,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,no
449,35,blue-collar,divorced,secondary,no,0,yes,no,cellular,13,may,404,2,no
450,44,unemployed,married,secondary,no,317,yes,yes,unknown,1,jun,4,1,no
451,37,blue-collar,married,secondary,no,223,yes,no,cellular,11,may,552,2,no
452,32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,yes
453,41,blue-collar,single,secondary,no,537,yes,no,cellular,5,may,233,1,no
454,27,services,single,secondary,no,243,no,yes,unknown,4,jul,253,1,no
455,38,services,married,secondary,no,1559,no,no,unknown,16,jun,162,1,no
456,53,management,married,tertiary,no,-388,yes,no,cellular,14,may,111,3,no
457,34,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,2,yes
458,59,retired,married,primary,no,1425,yes,no,cellular,28,aug,299,3,no
459,44,technician,married,primary,no,-1379,yes,yes,unknown,26,may,140,1,no
460,60,retired,married,primary,no,566,no,yes,cellular,23,jul,423,1,no
461,33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,1,yes
462,36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,no
463,45,admin.,married,secondary,no,0,yes,yes,cellular,4,aug,368,2,no
464,31,unemployed,divorced,secondary,no,1144,yes,no,cellular,8,may,65,2,no
465,60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,no
466,37,services,married,secondary,no,718,no,yes,unknown,9,jun,215,3,no
467,34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,yes
468,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,no
469,35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,no
470,58,management,divorced,tertiary,no,347,no,no,unknown,15,may,525,1,no
471,22,services,single,secondary,no,3,yes,no,cellular,6,may,156,1,no
472,58,retired,married,primary,no,358,no,no,cellular,21,aug,396,2,no
473,40,blue-collar,married,secondary,no,755,no,no,cellular,23,jul,145,1,no
474,31,admin.,single,secondary,no,98,yes,yes,unknown,12,may,159,3,no
475,30,management,single,tertiary,no,334,no,no,cellular,14,aug,144,2,no
476,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,yes
477,37,self-employed,single,tertiary,no,676,no,no,cellular,5,aug,133,2,no
478,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,no
479,39,blue-collar,married,secondary,no,263,yes,no,cellular,18,nov,365,1,no
480,30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,no
481,27,technician,single,secondary,no,598,yes,no,cellular,18,may,309,2,no
482,32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,no
483,55,services,divorced,secondary,no,141,yes,no,unknown,6,may,262,2,no
484,29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,no
485,33,unemployed,single,tertiary,no,3805,yes,no,cellular,4,feb,72,1,no
486,46,services,divorced,secondary,no,864,yes,no,cellular,17,apr,225,3,no
487,49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,yes
488,42,technician,married,secondary,no,488,no,no,cellular,9,apr,230,1,no
489,27,blue-collar,single,primary,no,68,yes,yes,cellular,11,may,50,5,no
490,52,management,married,tertiary,no,809,no,no,cellular,4,aug,121,1,no
491,46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,no
492,33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,no
493,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,no
494,54,management,divorced,tertiary,no,124,no,no,cellular,27,aug,119,11,no
495,35,blue-collar,single,secondary,no,-441,yes,no,cellular,6,may,151,1,no
496,45,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586,1,no
497,58,retired,married,secondary,no,-172,yes,no,unknown,14,may,300,1,no
498,28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,no
499,31,technician,single,tertiary,no,1887,no,yes,unknown,21,may,389,1,no
500,31,admin.,single,secondary,no,626,yes,no,unknown,21,may,211,1,no
501,31,admin.,married,secondary,no,0,yes,no,unknown,14,may,40,2,no
502,43,management,married,tertiary,no,40,no,no,cellular,10,feb,147,1,yes
503,52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,no
504,33,admin.,married,secondary,no,0,no,yes,cellular,6,feb,214,5,no
505,26,technician,single,secondary,no,1842,yes,yes,cellular,22,jul,611,1,no
506,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,no
507,49,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,834,10,no
508,54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,no
509,47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408,14,no
510,30,blue-collar,married,primary,no,201,yes,no,cellular,5,mar,116,7,no
511,33,technician,married,tertiary,no,2690,yes,no,cellular,21,jul,71,5,no
512,54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,no
513,44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,no
514,31,services,married,secondary,no,283,yes,no,cellular,19,nov,214,2,no
515,56,blue-collar,married,primary,no,397,yes,no,cellular,13,aug,240,2,no
516,37,services,married,secondary,no,1328,yes,no,telephone,13,may,121,2,no
517,53,admin.,married,secondary,no,257,no,no,cellular,5,aug,222,1,no
518,35,management,single,unknown,no,2361,no,no,cellular,9,jul,90,10,no
519,45,services,married,secondary,no,0,no,yes,unknown,5,jun,370,2,no
520,35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,308,1,no
521,52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,no
522,31,technician,married,secondary,no,4,yes,no,cellular,17,apr,234,2,no
523,30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,no
524,29,technician,married,tertiary,no,409,yes,no,unknown,12,may,247,3,no
525,39,technician,married,tertiary,no,4373,yes,no,cellular,13,aug,78,6,no
526,36,management,married,tertiary,no,203,no,no,cellular,23,jul,608,3,yes
527,39,admin.,single,secondary,no,470,yes,no,unknown,20,jun,44,2,no
528,49,blue-collar,married,secondary,no,402,yes,no,unknown,19,may,571,1,no
529,36,blue-collar,married,primary,no,-255,yes,yes,unknown,16,jun,187,2,no
530,34,blue-collar,divorced,primary,no,0,yes,no,cellular,15,may,206,5,no
531,44,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,1,no
532,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,yes
533,32,management,single,tertiary,no,27,no,no,cellular,28,aug,146,3,no
534,39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,no
535,66,retired,married,primary,no,12767,no,no,telephone,4,aug,117,2,no
536,57,admin.,married,primary,no,853,yes,no,cellular,8,aug,86,4,no
537,42,blue-collar,married,unknown,no,8600,no,no,unknown,11,jun,90,9,no
538,41,entrepreneur,married,primary,no,759,yes,no,unknown,4,jun,79,10,no
539,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,no
540,46,technician,divorced,secondary,no,-205,yes,no,unknown,2,jun,126,1,no
541,52,self-employed,married,secondary,no,248,no,yes,cellular,14,jul,245,3,no
542,57,unknown,married,unknown,no,2266,no,no,unknown,20,jun,42,5,no
543,35,admin.,married,secondary,no,4463,no,no,cellular,18,nov,90,1,no
544,57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,no
545,52,technician,married,secondary,no,0,no,no,unknown,14,may,97,2,no
546,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,yes
547,48,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,430,3,no
548,50,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,no
549,37,admin.,married,primary,no,188,yes,no,cellular,17,apr,153,1,no
550,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,no
551,49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,no
552,35,housemaid,married,primary,no,0,no,no,cellular,18,aug,65,3,no
553,52,blue-collar,married,secondary,no,148,yes,no,unknown,13,may,83,1,no
554,39,management,divorced,secondary,no,132,yes,no,cellular,9,feb,170,2,no
555,44,services,married,secondary,no,-18,no,yes,cellular,23,jul,510,2,no
556,50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,no
557,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,yes
558,32,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99,3,no
559,57,management,married,tertiary,no,105,no,no,cellular,9,feb,415,4,no
560,34,entrepreneur,married,tertiary,no,145,yes,yes,cellular,18,jul,127,10,no
561,34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,no
562,74,retired,divorced,primary,no,2308,no,no,telephone,16,sep,251,2,no
563,37,blue-collar,married,primary,no,33,no,yes,cellular,8,jul,483,2,no
564,33,admin.,single,tertiary,no,1,yes,no,cellular,8,may,56,1,no
565,33,blue-collar,married,secondary,no,0,yes,no,unknown,27,may,190,1,no
566,37,management,married,secondary,no,31,no,no,cellular,21,aug,119,4,no
567,39,blue-collar,married,primary,no,105,yes,no,unknown,9,may,294,2,no
568,26,services,single,secondary,no,1114,no,no,cellular,9,feb,44,2,no
569,24,student,single,secondary,no,1234,no,no,telephone,26,oct,280,2,no
570,58,unemployed,married,primary,no,4967,no,no,telephone,4,feb,176,3,no
571,42,technician,single,tertiary,no,2157,yes,yes,unknown,15,may,260,1,no
572,46,services,married,primary,no,43,yes,no,unknown,3,jun,86,5,no
573,25,services,married,secondary,no,1078,no,no,telephone,21,jul,218,2,no
574,35,services,married,secondary,no,211,yes,no,cellular,12,may,187,1,no
575,32,technician,single,secondary,no,1210,yes,yes,unknown,28,may,267,4,no
576,36,management,married,tertiary,no,596,yes,no,unknown,2,jun,372,2,no
577,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,yes
578,53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,no
579,37,technician,single,secondary,no,194,yes,no,cellular,2,feb,144,1,no
580,26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,no
581,46,management,married,unknown,no,638,yes,no,cellular,28,jan,68,1,no
582,47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,no
583,33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,19,18,no
584,32,technician,divorced,secondary,no,0,yes,no,cellular,6,may,94,1,no
585,45,admin.,married,secondary,no,1097,yes,yes,cellular,9,jul,180,1,no
586,30,technician,single,secondary,no,8,no,no,cellular,19,aug,28,17,no
587,38,blue-collar,married,secondary,no,1005,no,no,unknown,20,jun,76,12,no
588,49,entrepreneur,married,primary,no,282,yes,yes,cellular,13,may,99,1,no
589,26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,no
590,43,self-employed,married,secondary,no,487,yes,no,telephone,18,may,54,2,no
591,43,management,divorced,tertiary,no,3820,no,no,cellular,19,aug,86,5,no
592,41,services,divorced,secondary,no,5745,yes,yes,cellular,15,may,69,3,no
593,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,yes
594,48,management,single,secondary,no,61,yes,no,unknown,28,may,198,1,no
595,30,technician,single,secondary,no,3,no,no,cellular,28,aug,21,6,no
596,48,services,divorced,primary,no,2805,no,yes,cellular,23,jul,212,2,no
597,33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,1,no
598,32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,no
599,26,technician,single,secondary,no,33,no,no,cellular,23,jul,91,7,no
600,35,management,single,tertiary,no,-353,yes,no,cellular,16,jul,70,1,no
601,29,management,single,tertiary,no,642,no,no,cellular,2,feb,156,3,no
602,38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,no
603,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,yes
604,24,student,single,primary,no,0,no,no,unknown,5,jun,25,26,no
605,23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,yes
606,34,blue-collar,married,primary,no,567,no,yes,cellular,8,jul,241,3,no
607,56,management,divorced,tertiary,yes,-1968,no,no,unknown,20,jun,60,3,no
608,41,services,divorced,secondary,no,2769,yes,no,unknown,18,jun,96,3,no
609,30,blue-collar,single,secondary,no,1224,yes,no,cellular,17,apr,196,2,no
610,56,blue-collar,married,primary,no,136,no,no,cellular,4,aug,270,1,no
611,65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,yes
612,30,technician,single,secondary,no,86,no,no,unknown,20,aug,45,1,no
613,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,no
614,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,no
615,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,no
616,38,blue-collar,married,primary,no,759,yes,no,cellular,11,may,57,1,no
617,29,student,single,unknown,no,7585,no,no,cellular,3,mar,145,2,yes
